image_path,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
dataset/test_set\mountains_and_snow\805.jpg,0.955041296531218,0.014986234480936413,0.0,0.0,0.0191938081133657,0.010778660848507125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\806.jpg,0.9204581335671712,0.02445675574749672,0.0,0.0,0.041478887388653476,0.013606223267973528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\807.jpg,0.9588168694990302,0.013303141805595402,0.0,0.0,0.021193037078594802,0.006686951599089178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\808.jpg,0.9463962270437375,0.010628481596482888,0.0,0.0,0.03607190458227552,0.006903386760416538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\809.jpg,0.9452419220488488,0.02194756969401021,0.0,0.0,0.02117164551290884,0.011638862716520565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\853.jpg,0.9533066211577477,0.01850676399376152,0.0,0.0,0.02193835045777089,0.006248264370884114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\854.jpg,0.9275419286907907,0.023093553458363024,0.0,0.0,0.03344470649785624,0.015919811320233235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\855.jpg,0.8693199079523753,0.05915541859905579,0.0,0.0,0.05320949611331064,0.018315177291857332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\856.jpg,0.9781787063934575,0.008379091492398575,0.0,0.0,0.00944876274674733,0.003993439349568683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\857.jpg,0.9392594679406621,0.020544246436558326,0.0,0.0,0.02960719400742863,0.010589091591871777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\865.jpg,0.9482443545074363,0.012498368359018104,0.0,0.0,0.033562850802219636,0.005694426315009555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\866.jpg,0.9490271747651431,0.011577424022888902,0.0,0.0,0.032044655777638924,0.007350745411358033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\867.jpg,0.962087741117578,0.013394523957476749,0.0,0.0,0.017983820783789923,0.0065339141255984145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\868.jpg,0.9630680496617972,0.009364776656133389,0.0,0.0,0.024140657704635245,0.0034265159619296013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\869.jpg,0.9035290971881503,0.030567685588157575,0.0,0.0,0.04130647892160652,0.024596738257526212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\877.jpg,0.9552483598626667,0.010855982505184422,0.0,0.0,0.02595543059393014,0.007940227012185249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\878.jpg,0.9418716537726216,0.01036243862696794,0.0,0.0,0.0368853470174216,0.010880560558316337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\879.jpg,0.927258219989785,0.022773363475422276,0.0,0.0,0.03507430433075986,0.014894112170787123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\880.jpg,0.9533060294585228,0.013469414572954523,0.0,0.0,0.024135438795765667,0.009089117150855492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\881.jpg,0.9554054333888263,0.015603953830209006,0.0,0.0,0.020805271773612008,0.008185340986630223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\889.jpg,0.9295252440132803,0.016713495350441344,0.0,0.0,0.04211684963525427,0.011644410972057921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\890.jpg,0.9116005580797388,0.03390970699536801,0.0,0.0,0.04591887582106042,0.00857085907891741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\891.jpg,0.8748580413700158,0.05232812090275495,0.0,0.0,0.05132349086872877,0.0214903468148209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\892.jpg,0.9356696281451683,0.017910026794107317,0.0,0.0,0.03777088327838643,0.00864946175883398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dataset/test_set\mountains_and_snow\893.jpg,0.9195412623991034,0.027368547130573465,0.0,0.0,0.03973529763924616,0.013354892801133222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
